timedelta,date
2778 days 06:00:00,2008-08-10 06:00:00
2778 days 12:00:00,2008-08-10 12:00:00
2778 days 18:00:00,2008-08-10 18:00:00
2779 days 00:00:00,2008-08-11 00:00:00
2779 days 06:00:00,2008-08-11 06:00:00
2779 days 12:00:00,2008-08-11 12:00:00
2779 days 18:00:00,2008-08-11 18:00:00
2780 days 00:00:00,2008-08-12 00:00:00
2780 days 06:00:00,2008-08-12 06:00:00
2780 days 12:00:00,2008-08-12 12:00:00
2780 days 18:00:00,2008-08-12 18:00:00
2781 days 00:00:00,2008-08-13 00:00:00
2781 days 06:00:00,2008-08-13 06:00:00
2781 days 12:00:00,2008-08-13 12:00:00
2781 days 18:00:00,2008-08-13 18:00:00
2782 days 00:00:00,2008-08-14 00:00:00
2782 days 06:00:00,2008-08-14 06:00:00
2782 days 12:00:00,2008-08-14 12:00:00
2782 days 18:00:00,2008-08-14 18:00:00
2783 days 00:00:00,2008-08-15 00:00:00
2783 days 06:00:00,2008-08-15 06:00:00
2783 days 12:00:00,2008-08-15 12:00:00
2783 days 18:00:00,2008-08-15 18:00:00
2784 days 00:00:00,2008-08-16 00:00:00
2784 days 06:00:00,2008-08-16 06:00:00
2784 days 12:00:00,2008-08-16 12:00:00
2784 days 18:00:00,2008-08-16 18:00:00
2785 days 00:00:00,2008-08-17 00:00:00
2785 days 06:00:00,2008-08-17 06:00:00
2785 days 12:00:00,2008-08-17 12:00:00
2785 days 18:00:00,2008-08-17 18:00:00
2786 days 00:00:00,2008-08-18 00:00:00
2786 days 06:00:00,2008-08-18 06:00:00
2786 days 12:00:00,2008-08-18 12:00:00
2786 days 18:00:00,2008-08-18 18:00:00
2787 days 00:00:00,2008-08-19 00:00:00
2787 days 06:00:00,2008-08-19 06:00:00
2787 days 12:00:00,2008-08-19 12:00:00
2787 days 18:00:00,2008-08-19 18:00:00
2788 days 00:00:00,2008-08-20 00:00:00
2788 days 06:00:00,2008-08-20 06:00:00
2788 days 12:00:00,2008-08-20 12:00:00
2788 days 18:00:00,2008-08-20 18:00:00
2789 days 00:00:00,2008-08-21 00:00:00
2789 days 06:00:00,2008-08-21 06:00:00
2789 days 12:00:00,2008-08-21 12:00:00
2789 days 18:00:00,2008-08-21 18:00:00
2790 days 00:00:00,2008-08-22 00:00:00
2790 days 06:00:00,2008-08-22 06:00:00
2790 days 12:00:00,2008-08-22 12:00:00
2790 days 18:00:00,2008-08-22 18:00:00
2791 days 00:00:00,2008-08-23 00:00:00
2791 days 06:00:00,2008-08-23 06:00:00
2791 days 12:00:00,2008-08-23 12:00:00
2791 days 18:00:00,2008-08-23 18:00:00
2792 days 00:00:00,2008-08-24 00:00:00
2792 days 06:00:00,2008-08-24 06:00:00
2792 days 12:00:00,2008-08-24 12:00:00
2792 days 18:00:00,2008-08-24 18:00:00
2793 days 00:00:00,2008-08-25 00:00:00
2793 days 06:00:00,2008-08-25 06:00:00
2793 days 12:00:00,2008-08-25 12:00:00
2793 days 18:00:00,2008-08-25 18:00:00
2794 days 00:00:00,2008-08-26 00:00:00
2794 days 06:00:00,2008-08-26 06:00:00
2794 days 12:00:00,2008-08-26 12:00:00
2794 days 18:00:00,2008-08-26 18:00:00
2795 days 00:00:00,2008-08-27 00:00:00
2795 days 06:00:00,2008-08-27 06:00:00
2795 days 12:00:00,2008-08-27 12:00:00
2795 days 18:00:00,2008-08-27 18:00:00
2796 days 00:00:00,2008-08-28 00:00:00
2796 days 06:00:00,2008-08-28 06:00:00
2796 days 12:00:00,2008-08-28 12:00:00
2796 days 18:00:00,2008-08-28 18:00:00
2797 days 00:00:00,2008-08-29 00:00:00
2797 days 06:00:00,2008-08-29 06:00:00
2797 days 12:00:00,2008-08-29 12:00:00
2797 days 18:00:00,2008-08-29 18:00:00
2798 days 00:00:00,2008-08-30 00:00:00
2798 days 06:00:00,2008-08-30 06:00:00
2798 days 12:00:00,2008-08-30 12:00:00
2798 days 18:00:00,2008-08-30 18:00:00
2799 days 00:00:00,2008-08-31 00:00:00
2799 days 06:00:00,2008-08-31 06:00:00
2799 days 12:00:00,2008-08-31 12:00:00
2799 days 18:00:00,2008-08-31 18:00:00
2800 days 00:00:00,2008-09-01 00:00:00
2800 days 06:00:00,2008-09-01 06:00:00
2800 days 12:00:00,2008-09-01 12:00:00
2800 days 18:00:00,2008-09-01 18:00:00
2801 days 00:00:00,2008-09-02 00:00:00
2801 days 06:00:00,2008-09-02 06:00:00
2801 days 12:00:00,2008-09-02 12:00:00
2801 days 18:00:00,2008-09-02 18:00:00
2802 days 00:00:00,2008-09-03 00:00:00
2802 days 06:00:00,2008-09-03 06:00:00
2802 days 12:00:00,2008-09-03 12:00:00
2802 days 18:00:00,2008-09-03 18:00:00
2803 days 00:00:00,2008-09-04 00:00:00
2803 days 06:00:00,2008-09-04 06:00:00
2803 days 12:00:00,2008-09-04 12:00:00
2803 days 18:00:00,2008-09-04 18:00:00
2804 days 00:00:00,2008-09-05 00:00:00
2804 days 06:00:00,2008-09-05 06:00:00
2804 days 12:00:00,2008-09-05 12:00:00
2804 days 18:00:00,2008-09-05 18:00:00
2805 days 00:00:00,2008-09-06 00:00:00
2805 days 06:00:00,2008-09-06 06:00:00
2805 days 12:00:00,2008-09-06 12:00:00
2805 days 18:00:00,2008-09-06 18:00:00
2806 days 00:00:00,2008-09-07 00:00:00
2806 days 06:00:00,2008-09-07 06:00:00
2806 days 12:00:00,2008-09-07 12:00:00
2806 days 18:00:00,2008-09-07 18:00:00
2807 days 00:00:00,2008-09-08 00:00:00
2807 days 06:00:00,2008-09-08 06:00:00
2807 days 12:00:00,2008-09-08 12:00:00
2807 days 18:00:00,2008-09-08 18:00:00
2808 days 00:00:00,2008-09-09 00:00:00
2808 days 06:00:00,2008-09-09 06:00:00
2808 days 12:00:00,2008-09-09 12:00:00
2808 days 18:00:00,2008-09-09 18:00:00
2809 days 00:00:00,2008-09-10 00:00:00
2809 days 06:00:00,2008-09-10 06:00:00
2809 days 12:00:00,2008-09-10 12:00:00
2809 days 18:00:00,2008-09-10 18:00:00
2810 days 00:00:00,2008-09-11 00:00:00
2810 days 06:00:00,2008-09-11 06:00:00
2810 days 12:00:00,2008-09-11 12:00:00
2810 days 18:00:00,2008-09-11 18:00:00
2811 days 00:00:00,2008-09-12 00:00:00
2811 days 06:00:00,2008-09-12 06:00:00
2811 days 12:00:00,2008-09-12 12:00:00
2811 days 18:00:00,2008-09-12 18:00:00
2812 days 00:00:00,2008-09-13 00:00:00
2812 days 06:00:00,2008-09-13 06:00:00
2812 days 12:00:00,2008-09-13 12:00:00
2812 days 18:00:00,2008-09-13 18:00:00
2813 days 00:00:00,2008-09-14 00:00:00
2813 days 06:00:00,2008-09-14 06:00:00
2813 days 12:00:00,2008-09-14 12:00:00
2813 days 18:00:00,2008-09-14 18:00:00
2814 days 00:00:00,2008-09-15 00:00:00
2814 days 06:00:00,2008-09-15 06:00:00
2814 days 12:00:00,2008-09-15 12:00:00
2814 days 18:00:00,2008-09-15 18:00:00
2815 days 00:00:00,2008-09-16 00:00:00
2815 days 06:00:00,2008-09-16 06:00:00
2815 days 12:00:00,2008-09-16 12:00:00
2815 days 18:00:00,2008-09-16 18:00:00
2816 days 00:00:00,2008-09-17 00:00:00
2816 days 06:00:00,2008-09-17 06:00:00
2816 days 12:00:00,2008-09-17 12:00:00
2816 days 18:00:00,2008-09-17 18:00:00
2817 days 00:00:00,2008-09-18 00:00:00
2817 days 06:00:00,2008-09-18 06:00:00
2817 days 12:00:00,2008-09-18 12:00:00
2817 days 18:00:00,2008-09-18 18:00:00
2818 days 00:00:00,2008-09-19 00:00:00
2818 days 06:00:00,2008-09-19 06:00:00
2818 days 12:00:00,2008-09-19 12:00:00
2818 days 18:00:00,2008-09-19 18:00:00
2819 days 00:00:00,2008-09-20 00:00:00
2819 days 06:00:00,2008-09-20 06:00:00
2819 days 12:00:00,2008-09-20 12:00:00
2819 days 18:00:00,2008-09-20 18:00:00
2820 days 00:00:00,2008-09-21 00:00:00
2820 days 06:00:00,2008-09-21 06:00:00
2820 days 12:00:00,2008-09-21 12:00:00
2820 days 18:00:00,2008-09-21 18:00:00
2821 days 00:00:00,2008-09-22 00:00:00
2821 days 06:00:00,2008-09-22 06:00:00
2821 days 12:00:00,2008-09-22 12:00:00
2821 days 18:00:00,2008-09-22 18:00:00
2822 days 00:00:00,2008-09-23 00:00:00
2822 days 06:00:00,2008-09-23 06:00:00
2822 days 12:00:00,2008-09-23 12:00:00
2822 days 18:00:00,2008-09-23 18:00:00
2823 days 00:00:00,2008-09-24 00:00:00
2823 days 06:00:00,2008-09-24 06:00:00
2823 days 12:00:00,2008-09-24 12:00:00
2823 days 18:00:00,2008-09-24 18:00:00
2824 days 00:00:00,2008-09-25 00:00:00
2824 days 06:00:00,2008-09-25 06:00:00
2824 days 12:00:00,2008-09-25 12:00:00
2824 days 18:00:00,2008-09-25 18:00:00
2825 days 00:00:00,2008-09-26 00:00:00
2825 days 06:00:00,2008-09-26 06:00:00
2825 days 12:00:00,2008-09-26 12:00:00
2825 days 18:00:00,2008-09-26 18:00:00
2826 days 00:00:00,2008-09-27 00:00:00
2826 days 06:00:00,2008-09-27 06:00:00
2826 days 12:00:00,2008-09-27 12:00:00
2826 days 18:00:00,2008-09-27 18:00:00
2827 days 00:00:00,2008-09-28 00:00:00
2827 days 06:00:00,2008-09-28 06:00:00
2827 days 12:00:00,2008-09-28 12:00:00
2827 days 18:00:00,2008-09-28 18:00:00
2828 days 00:00:00,2008-09-29 00:00:00
2828 days 06:00:00,2008-09-29 06:00:00
2828 days 12:00:00,2008-09-29 12:00:00
2828 days 18:00:00,2008-09-29 18:00:00
2829 days 00:00:00,2008-09-30 00:00:00
2829 days 06:00:00,2008-09-30 06:00:00
2829 days 12:00:00,2008-09-30 12:00:00
2829 days 18:00:00,2008-09-30 18:00:00
2830 days 00:00:00,2008-10-01 00:00:00
2830 days 06:00:00,2008-10-01 06:00:00
2830 days 12:00:00,2008-10-01 12:00:00
2830 days 18:00:00,2008-10-01 18:00:00
2831 days 00:00:00,2008-10-02 00:00:00
2831 days 06:00:00,2008-10-02 06:00:00
2831 days 12:00:00,2008-10-02 12:00:00
2831 days 18:00:00,2008-10-02 18:00:00
2832 days 00:00:00,2008-10-03 00:00:00
2832 days 06:00:00,2008-10-03 06:00:00
2832 days 12:00:00,2008-10-03 12:00:00
2832 days 18:00:00,2008-10-03 18:00:00
2833 days 00:00:00,2008-10-04 00:00:00
2833 days 06:00:00,2008-10-04 06:00:00
2833 days 12:00:00,2008-10-04 12:00:00
2833 days 18:00:00,2008-10-04 18:00:00
2834 days 00:00:00,2008-10-05 00:00:00
2834 days 06:00:00,2008-10-05 06:00:00
2834 days 12:00:00,2008-10-05 12:00:00
2834 days 18:00:00,2008-10-05 18:00:00
2835 days 00:00:00,2008-10-06 00:00:00
2835 days 06:00:00,2008-10-06 06:00:00
2835 days 12:00:00,2008-10-06 12:00:00
2835 days 18:00:00,2008-10-06 18:00:00
2836 days 00:00:00,2008-10-07 00:00:00
2836 days 06:00:00,2008-10-07 06:00:00
2836 days 12:00:00,2008-10-07 12:00:00
2836 days 18:00:00,2008-10-07 18:00:00
2837 days 00:00:00,2008-10-08 00:00:00
2837 days 06:00:00,2008-10-08 06:00:00
2837 days 12:00:00,2008-10-08 12:00:00
2837 days 18:00:00,2008-10-08 18:00:00
2838 days 00:00:00,2008-10-09 00:00:00
2838 days 06:00:00,2008-10-09 06:00:00
2838 days 12:00:00,2008-10-09 12:00:00
2838 days 18:00:00,2008-10-09 18:00:00
2839 days 00:00:00,2008-10-10 00:00:00
2839 days 06:00:00,2008-10-10 06:00:00
2839 days 12:00:00,2008-10-10 12:00:00
2839 days 18:00:00,2008-10-10 18:00:00
2840 days 00:00:00,2008-10-11 00:00:00
2840 days 06:00:00,2008-10-11 06:00:00
2840 days 12:00:00,2008-10-11 12:00:00
2840 days 18:00:00,2008-10-11 18:00:00
2841 days 00:00:00,2008-10-12 00:00:00
2841 days 06:00:00,2008-10-12 06:00:00
2841 days 12:00:00,2008-10-12 12:00:00
2841 days 18:00:00,2008-10-12 18:00:00
2842 days 00:00:00,2008-10-13 00:00:00
2842 days 06:00:00,2008-10-13 06:00:00
2842 days 12:00:00,2008-10-13 12:00:00
2842 days 18:00:00,2008-10-13 18:00:00
2843 days 00:00:00,2008-10-14 00:00:00
2843 days 06:00:00,2008-10-14 06:00:00
2843 days 12:00:00,2008-10-14 12:00:00
2843 days 18:00:00,2008-10-14 18:00:00
2844 days 00:00:00,2008-10-15 00:00:00
2844 days 06:00:00,2008-10-15 06:00:00
2844 days 12:00:00,2008-10-15 12:00:00
2844 days 18:00:00,2008-10-15 18:00:00
2845 days 00:00:00,2008-10-16 00:00:00
2845 days 06:00:00,2008-10-16 06:00:00
2845 days 12:00:00,2008-10-16 12:00:00
2845 days 18:00:00,2008-10-16 18:00:00
2846 days 00:00:00,2008-10-17 00:00:00
2846 days 06:00:00,2008-10-17 06:00:00
2846 days 12:00:00,2008-10-17 12:00:00
2846 days 18:00:00,2008-10-17 18:00:00
2847 days 00:00:00,2008-10-18 00:00:00
2847 days 06:00:00,2008-10-18 06:00:00
2847 days 12:00:00,2008-10-18 12:00:00
2847 days 18:00:00,2008-10-18 18:00:00
2848 days 00:00:00,2008-10-19 00:00:00
2848 days 06:00:00,2008-10-19 06:00:00
2848 days 12:00:00,2008-10-19 12:00:00
2848 days 18:00:00,2008-10-19 18:00:00
2849 days 00:00:00,2008-10-20 00:00:00
2849 days 06:00:00,2008-10-20 06:00:00
2849 days 12:00:00,2008-10-20 12:00:00
2849 days 18:00:00,2008-10-20 18:00:00
2850 days 00:00:00,2008-10-21 00:00:00
2850 days 06:00:00,2008-10-21 06:00:00
2850 days 12:00:00,2008-10-21 12:00:00
2850 days 18:00:00,2008-10-21 18:00:00
2851 days 00:00:00,2008-10-22 00:00:00
2851 days 06:00:00,2008-10-22 06:00:00
2851 days 12:00:00,2008-10-22 12:00:00
2851 days 18:00:00,2008-10-22 18:00:00
2852 days 00:00:00,2008-10-23 00:00:00
2852 days 06:00:00,2008-10-23 06:00:00
2852 days 12:00:00,2008-10-23 12:00:00
2852 days 18:00:00,2008-10-23 18:00:00
2853 days 00:00:00,2008-10-24 00:00:00
2853 days 06:00:00,2008-10-24 06:00:00
2853 days 12:00:00,2008-10-24 12:00:00
2853 days 18:00:00,2008-10-24 18:00:00
2854 days 00:00:00,2008-10-25 00:00:00
2854 days 06:00:00,2008-10-25 06:00:00
2854 days 12:00:00,2008-10-25 12:00:00
2854 days 18:00:00,2008-10-25 18:00:00
2855 days 00:00:00,2008-10-26 00:00:00
2855 days 06:00:00,2008-10-26 06:00:00
2855 days 12:00:00,2008-10-26 12:00:00
2855 days 18:00:00,2008-10-26 18:00:00
2856 days 00:00:00,2008-10-27 00:00:00
2856 days 06:00:00,2008-10-27 06:00:00
2856 days 12:00:00,2008-10-27 12:00:00
2856 days 18:00:00,2008-10-27 18:00:00
2857 days 00:00:00,2008-10-28 00:00:00
2857 days 06:00:00,2008-10-28 06:00:00
2857 days 12:00:00,2008-10-28 12:00:00
2857 days 18:00:00,2008-10-28 18:00:00
2858 days 00:00:00,2008-10-29 00:00:00
2858 days 06:00:00,2008-10-29 06:00:00
2858 days 12:00:00,2008-10-29 12:00:00
2858 days 18:00:00,2008-10-29 18:00:00
2859 days 00:00:00,2008-10-30 00:00:00
2859 days 06:00:00,2008-10-30 06:00:00
2859 days 12:00:00,2008-10-30 12:00:00
2859 days 18:00:00,2008-10-30 18:00:00
2860 days 00:00:00,2008-10-31 00:00:00
2860 days 06:00:00,2008-10-31 06:00:00
2860 days 12:00:00,2008-10-31 12:00:00
2860 days 18:00:00,2008-10-31 18:00:00
2861 days 00:00:00,2008-11-01 00:00:00
2861 days 06:00:00,2008-11-01 06:00:00
2861 days 12:00:00,2008-11-01 12:00:00
2861 days 18:00:00,2008-11-01 18:00:00
2862 days 00:00:00,2008-11-02 00:00:00
2862 days 06:00:00,2008-11-02 06:00:00
2862 days 12:00:00,2008-11-02 12:00:00
2862 days 18:00:00,2008-11-02 18:00:00
2863 days 00:00:00,2008-11-03 00:00:00
2863 days 06:00:00,2008-11-03 06:00:00
2863 days 12:00:00,2008-11-03 12:00:00
2863 days 18:00:00,2008-11-03 18:00:00
2864 days 00:00:00,2008-11-04 00:00:00
2864 days 06:00:00,2008-11-04 06:00:00
2864 days 12:00:00,2008-11-04 12:00:00
2864 days 18:00:00,2008-11-04 18:00:00
2865 days 00:00:00,2008-11-05 00:00:00
2865 days 06:00:00,2008-11-05 06:00:00
2865 days 12:00:00,2008-11-05 12:00:00
2865 days 18:00:00,2008-11-05 18:00:00
2866 days 00:00:00,2008-11-06 00:00:00
2866 days 06:00:00,2008-11-06 06:00:00
2866 days 12:00:00,2008-11-06 12:00:00
2866 days 18:00:00,2008-11-06 18:00:00
2867 days 00:00:00,2008-11-07 00:00:00
2867 days 06:00:00,2008-11-07 06:00:00
2867 days 12:00:00,2008-11-07 12:00:00
2867 days 18:00:00,2008-11-07 18:00:00
2868 days 00:00:00,2008-11-08 00:00:00
2868 days 06:00:00,2008-11-08 06:00:00
2868 days 12:00:00,2008-11-08 12:00:00
2868 days 18:00:00,2008-11-08 18:00:00
2869 days 00:00:00,2008-11-09 00:00:00
2869 days 06:00:00,2008-11-09 06:00:00
2869 days 12:00:00,2008-11-09 12:00:00
2869 days 18:00:00,2008-11-09 18:00:00
2870 days 00:00:00,2008-11-10 00:00:00
2870 days 06:00:00,2008-11-10 06:00:00
2870 days 12:00:00,2008-11-10 12:00:00
2870 days 18:00:00,2008-11-10 18:00:00
2871 days 00:00:00,2008-11-11 00:00:00
2871 days 06:00:00,2008-11-11 06:00:00
2871 days 12:00:00,2008-11-11 12:00:00
2871 days 18:00:00,2008-11-11 18:00:00
2872 days 00:00:00,2008-11-12 00:00:00
2872 days 06:00:00,2008-11-12 06:00:00
2872 days 12:00:00,2008-11-12 12:00:00
2872 days 18:00:00,2008-11-12 18:00:00
2873 days 00:00:00,2008-11-13 00:00:00
2873 days 06:00:00,2008-11-13 06:00:00
2873 days 12:00:00,2008-11-13 12:00:00
2873 days 18:00:00,2008-11-13 18:00:00
2874 days 00:00:00,2008-11-14 00:00:00
2874 days 06:00:00,2008-11-14 06:00:00
2874 days 12:00:00,2008-11-14 12:00:00
2874 days 18:00:00,2008-11-14 18:00:00
2875 days 00:00:00,2008-11-15 00:00:00
2875 days 06:00:00,2008-11-15 06:00:00
2875 days 12:00:00,2008-11-15 12:00:00
2875 days 18:00:00,2008-11-15 18:00:00
2876 days 00:00:00,2008-11-16 00:00:00
2876 days 06:00:00,2008-11-16 06:00:00
2876 days 12:00:00,2008-11-16 12:00:00
2876 days 18:00:00,2008-11-16 18:00:00
2877 days 00:00:00,2008-11-17 00:00:00
2877 days 06:00:00,2008-11-17 06:00:00
2877 days 12:00:00,2008-11-17 12:00:00
2877 days 18:00:00,2008-11-17 18:00:00
2878 days 00:00:00,2008-11-18 00:00:00
2878 days 06:00:00,2008-11-18 06:00:00
2878 days 12:00:00,2008-11-18 12:00:00
2878 days 18:00:00,2008-11-18 18:00:00
2879 days 00:00:00,2008-11-19 00:00:00
2879 days 06:00:00,2008-11-19 06:00:00
2879 days 12:00:00,2008-11-19 12:00:00
2879 days 18:00:00,2008-11-19 18:00:00
2880 days 00:00:00,2008-11-20 00:00:00
2880 days 06:00:00,2008-11-20 06:00:00
2880 days 12:00:00,2008-11-20 12:00:00
2880 days 18:00:00,2008-11-20 18:00:00
2881 days 00:00:00,2008-11-21 00:00:00
2881 days 06:00:00,2008-11-21 06:00:00
2881 days 12:00:00,2008-11-21 12:00:00
2881 days 18:00:00,2008-11-21 18:00:00
2882 days 00:00:00,2008-11-22 00:00:00
2882 days 06:00:00,2008-11-22 06:00:00
2882 days 12:00:00,2008-11-22 12:00:00
2882 days 18:00:00,2008-11-22 18:00:00
2883 days 00:00:00,2008-11-23 00:00:00
2883 days 06:00:00,2008-11-23 06:00:00
2883 days 12:00:00,2008-11-23 12:00:00
2883 days 18:00:00,2008-11-23 18:00:00
2884 days 00:00:00,2008-11-24 00:00:00
2884 days 06:00:00,2008-11-24 06:00:00
2884 days 12:00:00,2008-11-24 12:00:00
2884 days 18:00:00,2008-11-24 18:00:00
2885 days 00:00:00,2008-11-25 00:00:00
2885 days 06:00:00,2008-11-25 06:00:00
2885 days 12:00:00,2008-11-25 12:00:00
2885 days 18:00:00,2008-11-25 18:00:00
2886 days 00:00:00,2008-11-26 00:00:00
2886 days 06:00:00,2008-11-26 06:00:00
2886 days 12:00:00,2008-11-26 12:00:00
2886 days 18:00:00,2008-11-26 18:00:00
2887 days 00:00:00,2008-11-27 00:00:00
2887 days 06:00:00,2008-11-27 06:00:00
2887 days 12:00:00,2008-11-27 12:00:00
2887 days 18:00:00,2008-11-27 18:00:00
2888 days 00:00:00,2008-11-28 00:00:00
2888 days 06:00:00,2008-11-28 06:00:00
2888 days 12:00:00,2008-11-28 12:00:00
2888 days 18:00:00,2008-11-28 18:00:00
2889 days 00:00:00,2008-11-29 00:00:00
2889 days 06:00:00,2008-11-29 06:00:00
2889 days 12:00:00,2008-11-29 12:00:00
2889 days 18:00:00,2008-11-29 18:00:00
2890 days 00:00:00,2008-11-30 00:00:00
2890 days 06:00:00,2008-11-30 06:00:00
2890 days 12:00:00,2008-11-30 12:00:00
2890 days 18:00:00,2008-11-30 18:00:00
2891 days 00:00:00,2008-12-01 00:00:00
2891 days 06:00:00,2008-12-01 06:00:00
2891 days 12:00:00,2008-12-01 12:00:00
2891 days 18:00:00,2008-12-01 18:00:00
2892 days 00:00:00,2008-12-02 00:00:00
2892 days 06:00:00,2008-12-02 06:00:00
2892 days 12:00:00,2008-12-02 12:00:00
2892 days 18:00:00,2008-12-02 18:00:00
2893 days 00:00:00,2008-12-03 00:00:00
2893 days 06:00:00,2008-12-03 06:00:00
2893 days 12:00:00,2008-12-03 12:00:00
2893 days 18:00:00,2008-12-03 18:00:00
2894 days 00:00:00,2008-12-04 00:00:00
2894 days 06:00:00,2008-12-04 06:00:00
2894 days 12:00:00,2008-12-04 12:00:00
2894 days 18:00:00,2008-12-04 18:00:00
2895 days 00:00:00,2008-12-05 00:00:00
2895 days 06:00:00,2008-12-05 06:00:00
2895 days 12:00:00,2008-12-05 12:00:00
2895 days 18:00:00,2008-12-05 18:00:00
2896 days 00:00:00,2008-12-06 00:00:00
2896 days 06:00:00,2008-12-06 06:00:00
2896 days 12:00:00,2008-12-06 12:00:00
2896 days 18:00:00,2008-12-06 18:00:00
2897 days 00:00:00,2008-12-07 00:00:00
2897 days 06:00:00,2008-12-07 06:00:00
2897 days 12:00:00,2008-12-07 12:00:00
2897 days 18:00:00,2008-12-07 18:00:00
2898 days 00:00:00,2008-12-08 00:00:00
2898 days 06:00:00,2008-12-08 06:00:00
2898 days 12:00:00,2008-12-08 12:00:00
2898 days 18:00:00,2008-12-08 18:00:00
2899 days 00:00:00,2008-12-09 00:00:00
2899 days 06:00:00,2008-12-09 06:00:00
2899 days 12:00:00,2008-12-09 12:00:00
2899 days 18:00:00,2008-12-09 18:00:00
2900 days 00:00:00,2008-12-10 00:00:00
2900 days 06:00:00,2008-12-10 06:00:00
2900 days 12:00:00,2008-12-10 12:00:00
2900 days 18:00:00,2008-12-10 18:00:00
2901 days 00:00:00,2008-12-11 00:00:00
2901 days 06:00:00,2008-12-11 06:00:00
2901 days 12:00:00,2008-12-11 12:00:00
2901 days 18:00:00,2008-12-11 18:00:00
2902 days 00:00:00,2008-12-12 00:00:00
2902 days 06:00:00,2008-12-12 06:00:00
2902 days 12:00:00,2008-12-12 12:00:00
2902 days 18:00:00,2008-12-12 18:00:00
2903 days 00:00:00,2008-12-13 00:00:00
2903 days 06:00:00,2008-12-13 06:00:00
2903 days 12:00:00,2008-12-13 12:00:00
2903 days 18:00:00,2008-12-13 18:00:00
2904 days 00:00:00,2008-12-14 00:00:00
2904 days 06:00:00,2008-12-14 06:00:00
2904 days 12:00:00,2008-12-14 12:00:00
2904 days 18:00:00,2008-12-14 18:00:00
2905 days 00:00:00,2008-12-15 00:00:00
2905 days 06:00:00,2008-12-15 06:00:00
2905 days 12:00:00,2008-12-15 12:00:00
2905 days 18:00:00,2008-12-15 18:00:00
2906 days 00:00:00,2008-12-16 00:00:00
2906 days 06:00:00,2008-12-16 06:00:00
2906 days 12:00:00,2008-12-16 12:00:00
2906 days 18:00:00,2008-12-16 18:00:00
2907 days 00:00:00,2008-12-17 00:00:00
2907 days 06:00:00,2008-12-17 06:00:00
2907 days 12:00:00,2008-12-17 12:00:00
2907 days 18:00:00,2008-12-17 18:00:00
2908 days 00:00:00,2008-12-18 00:00:00
2908 days 06:00:00,2008-12-18 06:00:00
2908 days 12:00:00,2008-12-18 12:00:00
2908 days 18:00:00,2008-12-18 18:00:00
2909 days 00:00:00,2008-12-19 00:00:00
2909 days 06:00:00,2008-12-19 06:00:00
2909 days 12:00:00,2008-12-19 12:00:00
2909 days 18:00:00,2008-12-19 18:00:00
2910 days 00:00:00,2008-12-20 00:00:00
2910 days 06:00:00,2008-12-20 06:00:00
2910 days 12:00:00,2008-12-20 12:00:00
2910 days 18:00:00,2008-12-20 18:00:00
2911 days 00:00:00,2008-12-21 00:00:00
2911 days 06:00:00,2008-12-21 06:00:00
2911 days 12:00:00,2008-12-21 12:00:00
2911 days 18:00:00,2008-12-21 18:00:00
2912 days 00:00:00,2008-12-22 00:00:00
2912 days 06:00:00,2008-12-22 06:00:00
2912 days 12:00:00,2008-12-22 12:00:00
2912 days 18:00:00,2008-12-22 18:00:00
2913 days 00:00:00,2008-12-23 00:00:00
2913 days 06:00:00,2008-12-23 06:00:00
2913 days 12:00:00,2008-12-23 12:00:00
2913 days 18:00:00,2008-12-23 18:00:00
2914 days 00:00:00,2008-12-24 00:00:00
2914 days 06:00:00,2008-12-24 06:00:00
2914 days 12:00:00,2008-12-24 12:00:00
2914 days 18:00:00,2008-12-24 18:00:00
2915 days 00:00:00,2008-12-25 00:00:00
2915 days 06:00:00,2008-12-25 06:00:00
2915 days 12:00:00,2008-12-25 12:00:00
2915 days 18:00:00,2008-12-25 18:00:00
2916 days 00:00:00,2008-12-26 00:00:00
2916 days 06:00:00,2008-12-26 06:00:00
2916 days 12:00:00,2008-12-26 12:00:00
2916 days 18:00:00,2008-12-26 18:00:00
2917 days 00:00:00,2008-12-27 00:00:00
2917 days 06:00:00,2008-12-27 06:00:00
2917 days 12:00:00,2008-12-27 12:00:00
2917 days 18:00:00,2008-12-27 18:00:00
2918 days 00:00:00,2008-12-28 00:00:00
2918 days 06:00:00,2008-12-28 06:00:00
2918 days 12:00:00,2008-12-28 12:00:00
2918 days 18:00:00,2008-12-28 18:00:00
2919 days 00:00:00,2008-12-29 00:00:00
2919 days 06:00:00,2008-12-29 06:00:00
2919 days 12:00:00,2008-12-29 12:00:00
2919 days 18:00:00,2008-12-29 18:00:00
2920 days 00:00:00,2008-12-30 00:00:00
2920 days 06:00:00,2008-12-30 06:00:00
2920 days 12:00:00,2008-12-30 12:00:00
2920 days 18:00:00,2008-12-30 18:00:00
2921 days 00:00:00,2008-12-31 00:00:00
2921 days 06:00:00,2008-12-31 06:00:00
2921 days 12:00:00,2008-12-31 12:00:00
2921 days 18:00:00,2008-12-31 18:00:00
2922 days 00:00:00,2009-01-01 00:00:00
2922 days 06:00:00,2009-01-01 06:00:00
2922 days 12:00:00,2009-01-01 12:00:00
2922 days 18:00:00,2009-01-01 18:00:00
2923 days 00:00:00,2009-01-02 00:00:00
2923 days 06:00:00,2009-01-02 06:00:00
2923 days 12:00:00,2009-01-02 12:00:00
2923 days 18:00:00,2009-01-02 18:00:00
