timedelta,date
2924 days 00:00:00,2009-01-03 00:00:00
2924 days 06:00:00,2009-01-03 06:00:00
2924 days 12:00:00,2009-01-03 12:00:00
2924 days 18:00:00,2009-01-03 18:00:00
2925 days 00:00:00,2009-01-04 00:00:00
2925 days 06:00:00,2009-01-04 06:00:00
2925 days 12:00:00,2009-01-04 12:00:00
2925 days 18:00:00,2009-01-04 18:00:00
2926 days 00:00:00,2009-01-05 00:00:00
2926 days 06:00:00,2009-01-05 06:00:00
2926 days 12:00:00,2009-01-05 12:00:00
2926 days 18:00:00,2009-01-05 18:00:00
2927 days 00:00:00,2009-01-06 00:00:00
2927 days 06:00:00,2009-01-06 06:00:00
2927 days 12:00:00,2009-01-06 12:00:00
2927 days 18:00:00,2009-01-06 18:00:00
2928 days 00:00:00,2009-01-07 00:00:00
2928 days 06:00:00,2009-01-07 06:00:00
2928 days 12:00:00,2009-01-07 12:00:00
2928 days 18:00:00,2009-01-07 18:00:00
2929 days 00:00:00,2009-01-08 00:00:00
2929 days 06:00:00,2009-01-08 06:00:00
2929 days 12:00:00,2009-01-08 12:00:00
2929 days 18:00:00,2009-01-08 18:00:00
2930 days 00:00:00,2009-01-09 00:00:00
2930 days 06:00:00,2009-01-09 06:00:00
2930 days 12:00:00,2009-01-09 12:00:00
2930 days 18:00:00,2009-01-09 18:00:00
2931 days 00:00:00,2009-01-10 00:00:00
2931 days 06:00:00,2009-01-10 06:00:00
2931 days 12:00:00,2009-01-10 12:00:00
2931 days 18:00:00,2009-01-10 18:00:00
2932 days 00:00:00,2009-01-11 00:00:00
2932 days 06:00:00,2009-01-11 06:00:00
2932 days 12:00:00,2009-01-11 12:00:00
2932 days 18:00:00,2009-01-11 18:00:00
2933 days 00:00:00,2009-01-12 00:00:00
2933 days 06:00:00,2009-01-12 06:00:00
2933 days 12:00:00,2009-01-12 12:00:00
2933 days 18:00:00,2009-01-12 18:00:00
2934 days 00:00:00,2009-01-13 00:00:00
2934 days 06:00:00,2009-01-13 06:00:00
2934 days 12:00:00,2009-01-13 12:00:00
2934 days 18:00:00,2009-01-13 18:00:00
2935 days 00:00:00,2009-01-14 00:00:00
2935 days 06:00:00,2009-01-14 06:00:00
2935 days 12:00:00,2009-01-14 12:00:00
2935 days 18:00:00,2009-01-14 18:00:00
2936 days 00:00:00,2009-01-15 00:00:00
2936 days 06:00:00,2009-01-15 06:00:00
2936 days 12:00:00,2009-01-15 12:00:00
2936 days 18:00:00,2009-01-15 18:00:00
2937 days 00:00:00,2009-01-16 00:00:00
2937 days 06:00:00,2009-01-16 06:00:00
2937 days 12:00:00,2009-01-16 12:00:00
2937 days 18:00:00,2009-01-16 18:00:00
2938 days 00:00:00,2009-01-17 00:00:00
2938 days 06:00:00,2009-01-17 06:00:00
2938 days 12:00:00,2009-01-17 12:00:00
2938 days 18:00:00,2009-01-17 18:00:00
2939 days 00:00:00,2009-01-18 00:00:00
2939 days 06:00:00,2009-01-18 06:00:00
2939 days 12:00:00,2009-01-18 12:00:00
2939 days 18:00:00,2009-01-18 18:00:00
2940 days 00:00:00,2009-01-19 00:00:00
2940 days 06:00:00,2009-01-19 06:00:00
2940 days 12:00:00,2009-01-19 12:00:00
2940 days 18:00:00,2009-01-19 18:00:00
2941 days 00:00:00,2009-01-20 00:00:00
2941 days 06:00:00,2009-01-20 06:00:00
2941 days 12:00:00,2009-01-20 12:00:00
2941 days 18:00:00,2009-01-20 18:00:00
2942 days 00:00:00,2009-01-21 00:00:00
2942 days 06:00:00,2009-01-21 06:00:00
2942 days 12:00:00,2009-01-21 12:00:00
2942 days 18:00:00,2009-01-21 18:00:00
2943 days 00:00:00,2009-01-22 00:00:00
2943 days 06:00:00,2009-01-22 06:00:00
2943 days 12:00:00,2009-01-22 12:00:00
2943 days 18:00:00,2009-01-22 18:00:00
2944 days 00:00:00,2009-01-23 00:00:00
2944 days 06:00:00,2009-01-23 06:00:00
2944 days 12:00:00,2009-01-23 12:00:00
2944 days 18:00:00,2009-01-23 18:00:00
2945 days 00:00:00,2009-01-24 00:00:00
2945 days 06:00:00,2009-01-24 06:00:00
2945 days 12:00:00,2009-01-24 12:00:00
2945 days 18:00:00,2009-01-24 18:00:00
2946 days 00:00:00,2009-01-25 00:00:00
2946 days 06:00:00,2009-01-25 06:00:00
2946 days 12:00:00,2009-01-25 12:00:00
2946 days 18:00:00,2009-01-25 18:00:00
2947 days 00:00:00,2009-01-26 00:00:00
2947 days 06:00:00,2009-01-26 06:00:00
2947 days 12:00:00,2009-01-26 12:00:00
2947 days 18:00:00,2009-01-26 18:00:00
2948 days 00:00:00,2009-01-27 00:00:00
2948 days 06:00:00,2009-01-27 06:00:00
2948 days 12:00:00,2009-01-27 12:00:00
2948 days 18:00:00,2009-01-27 18:00:00
2949 days 00:00:00,2009-01-28 00:00:00
2949 days 06:00:00,2009-01-28 06:00:00
2949 days 12:00:00,2009-01-28 12:00:00
2949 days 18:00:00,2009-01-28 18:00:00
2950 days 00:00:00,2009-01-29 00:00:00
2950 days 06:00:00,2009-01-29 06:00:00
2950 days 12:00:00,2009-01-29 12:00:00
2950 days 18:00:00,2009-01-29 18:00:00
2951 days 00:00:00,2009-01-30 00:00:00
2951 days 06:00:00,2009-01-30 06:00:00
2951 days 12:00:00,2009-01-30 12:00:00
2951 days 18:00:00,2009-01-30 18:00:00
2952 days 00:00:00,2009-01-31 00:00:00
2952 days 06:00:00,2009-01-31 06:00:00
2952 days 12:00:00,2009-01-31 12:00:00
2952 days 18:00:00,2009-01-31 18:00:00
2953 days 00:00:00,2009-02-01 00:00:00
2953 days 06:00:00,2009-02-01 06:00:00
2953 days 12:00:00,2009-02-01 12:00:00
2953 days 18:00:00,2009-02-01 18:00:00
2954 days 00:00:00,2009-02-02 00:00:00
2954 days 06:00:00,2009-02-02 06:00:00
2954 days 12:00:00,2009-02-02 12:00:00
2954 days 18:00:00,2009-02-02 18:00:00
2955 days 00:00:00,2009-02-03 00:00:00
2955 days 06:00:00,2009-02-03 06:00:00
2955 days 12:00:00,2009-02-03 12:00:00
2955 days 18:00:00,2009-02-03 18:00:00
2956 days 00:00:00,2009-02-04 00:00:00
2956 days 06:00:00,2009-02-04 06:00:00
2956 days 12:00:00,2009-02-04 12:00:00
2956 days 18:00:00,2009-02-04 18:00:00
2957 days 00:00:00,2009-02-05 00:00:00
2957 days 06:00:00,2009-02-05 06:00:00
2957 days 12:00:00,2009-02-05 12:00:00
2957 days 18:00:00,2009-02-05 18:00:00
2958 days 00:00:00,2009-02-06 00:00:00
2958 days 06:00:00,2009-02-06 06:00:00
2958 days 12:00:00,2009-02-06 12:00:00
2958 days 18:00:00,2009-02-06 18:00:00
2959 days 00:00:00,2009-02-07 00:00:00
2959 days 06:00:00,2009-02-07 06:00:00
2959 days 12:00:00,2009-02-07 12:00:00
2959 days 18:00:00,2009-02-07 18:00:00
2960 days 00:00:00,2009-02-08 00:00:00
2960 days 06:00:00,2009-02-08 06:00:00
2960 days 12:00:00,2009-02-08 12:00:00
2960 days 18:00:00,2009-02-08 18:00:00
2961 days 00:00:00,2009-02-09 00:00:00
2961 days 06:00:00,2009-02-09 06:00:00
2961 days 12:00:00,2009-02-09 12:00:00
2961 days 18:00:00,2009-02-09 18:00:00
2962 days 00:00:00,2009-02-10 00:00:00
2962 days 06:00:00,2009-02-10 06:00:00
2962 days 12:00:00,2009-02-10 12:00:00
2962 days 18:00:00,2009-02-10 18:00:00
2963 days 00:00:00,2009-02-11 00:00:00
2963 days 06:00:00,2009-02-11 06:00:00
2963 days 12:00:00,2009-02-11 12:00:00
2963 days 18:00:00,2009-02-11 18:00:00
2964 days 00:00:00,2009-02-12 00:00:00
2964 days 06:00:00,2009-02-12 06:00:00
2964 days 12:00:00,2009-02-12 12:00:00
2964 days 18:00:00,2009-02-12 18:00:00
2965 days 00:00:00,2009-02-13 00:00:00
2965 days 06:00:00,2009-02-13 06:00:00
2965 days 12:00:00,2009-02-13 12:00:00
2965 days 18:00:00,2009-02-13 18:00:00
2966 days 00:00:00,2009-02-14 00:00:00
2966 days 06:00:00,2009-02-14 06:00:00
2966 days 12:00:00,2009-02-14 12:00:00
2966 days 18:00:00,2009-02-14 18:00:00
2967 days 00:00:00,2009-02-15 00:00:00
2967 days 06:00:00,2009-02-15 06:00:00
2967 days 12:00:00,2009-02-15 12:00:00
2967 days 18:00:00,2009-02-15 18:00:00
2968 days 00:00:00,2009-02-16 00:00:00
2968 days 06:00:00,2009-02-16 06:00:00
2968 days 12:00:00,2009-02-16 12:00:00
2968 days 18:00:00,2009-02-16 18:00:00
2969 days 00:00:00,2009-02-17 00:00:00
2969 days 06:00:00,2009-02-17 06:00:00
2969 days 12:00:00,2009-02-17 12:00:00
2969 days 18:00:00,2009-02-17 18:00:00
2970 days 00:00:00,2009-02-18 00:00:00
2970 days 06:00:00,2009-02-18 06:00:00
2970 days 12:00:00,2009-02-18 12:00:00
2970 days 18:00:00,2009-02-18 18:00:00
2971 days 00:00:00,2009-02-19 00:00:00
2971 days 06:00:00,2009-02-19 06:00:00
2971 days 12:00:00,2009-02-19 12:00:00
2971 days 18:00:00,2009-02-19 18:00:00
2972 days 00:00:00,2009-02-20 00:00:00
2972 days 06:00:00,2009-02-20 06:00:00
2972 days 12:00:00,2009-02-20 12:00:00
2972 days 18:00:00,2009-02-20 18:00:00
2973 days 00:00:00,2009-02-21 00:00:00
2973 days 06:00:00,2009-02-21 06:00:00
2973 days 12:00:00,2009-02-21 12:00:00
2973 days 18:00:00,2009-02-21 18:00:00
2974 days 00:00:00,2009-02-22 00:00:00
2974 days 06:00:00,2009-02-22 06:00:00
2974 days 12:00:00,2009-02-22 12:00:00
2974 days 18:00:00,2009-02-22 18:00:00
2975 days 00:00:00,2009-02-23 00:00:00
2975 days 06:00:00,2009-02-23 06:00:00
2975 days 12:00:00,2009-02-23 12:00:00
2975 days 18:00:00,2009-02-23 18:00:00
2976 days 00:00:00,2009-02-24 00:00:00
2976 days 06:00:00,2009-02-24 06:00:00
2976 days 12:00:00,2009-02-24 12:00:00
2976 days 18:00:00,2009-02-24 18:00:00
2977 days 00:00:00,2009-02-25 00:00:00
2977 days 06:00:00,2009-02-25 06:00:00
2977 days 12:00:00,2009-02-25 12:00:00
2977 days 18:00:00,2009-02-25 18:00:00
2978 days 00:00:00,2009-02-26 00:00:00
2978 days 06:00:00,2009-02-26 06:00:00
2978 days 12:00:00,2009-02-26 12:00:00
2978 days 18:00:00,2009-02-26 18:00:00
2979 days 00:00:00,2009-02-27 00:00:00
2979 days 06:00:00,2009-02-27 06:00:00
2979 days 12:00:00,2009-02-27 12:00:00
2979 days 18:00:00,2009-02-27 18:00:00
2980 days 00:00:00,2009-02-28 00:00:00
2980 days 06:00:00,2009-02-28 06:00:00
2980 days 12:00:00,2009-02-28 12:00:00
2980 days 18:00:00,2009-02-28 18:00:00
2981 days 00:00:00,2009-03-01 00:00:00
2981 days 06:00:00,2009-03-01 06:00:00
2981 days 12:00:00,2009-03-01 12:00:00
2981 days 18:00:00,2009-03-01 18:00:00
2982 days 00:00:00,2009-03-02 00:00:00
2982 days 06:00:00,2009-03-02 06:00:00
2982 days 12:00:00,2009-03-02 12:00:00
2982 days 18:00:00,2009-03-02 18:00:00
2983 days 00:00:00,2009-03-03 00:00:00
2983 days 06:00:00,2009-03-03 06:00:00
2983 days 12:00:00,2009-03-03 12:00:00
2983 days 18:00:00,2009-03-03 18:00:00
2984 days 00:00:00,2009-03-04 00:00:00
2984 days 06:00:00,2009-03-04 06:00:00
2984 days 12:00:00,2009-03-04 12:00:00
2984 days 18:00:00,2009-03-04 18:00:00
2985 days 00:00:00,2009-03-05 00:00:00
2985 days 06:00:00,2009-03-05 06:00:00
2985 days 12:00:00,2009-03-05 12:00:00
2985 days 18:00:00,2009-03-05 18:00:00
2986 days 00:00:00,2009-03-06 00:00:00
2986 days 06:00:00,2009-03-06 06:00:00
2986 days 12:00:00,2009-03-06 12:00:00
2986 days 18:00:00,2009-03-06 18:00:00
2987 days 00:00:00,2009-03-07 00:00:00
2987 days 06:00:00,2009-03-07 06:00:00
2987 days 12:00:00,2009-03-07 12:00:00
2987 days 18:00:00,2009-03-07 18:00:00
2988 days 00:00:00,2009-03-08 00:00:00
2988 days 06:00:00,2009-03-08 06:00:00
2988 days 12:00:00,2009-03-08 12:00:00
2988 days 18:00:00,2009-03-08 18:00:00
2989 days 00:00:00,2009-03-09 00:00:00
2989 days 06:00:00,2009-03-09 06:00:00
2989 days 12:00:00,2009-03-09 12:00:00
2989 days 18:00:00,2009-03-09 18:00:00
2990 days 00:00:00,2009-03-10 00:00:00
2990 days 06:00:00,2009-03-10 06:00:00
2990 days 12:00:00,2009-03-10 12:00:00
2990 days 18:00:00,2009-03-10 18:00:00
2991 days 00:00:00,2009-03-11 00:00:00
2991 days 06:00:00,2009-03-11 06:00:00
2991 days 12:00:00,2009-03-11 12:00:00
2991 days 18:00:00,2009-03-11 18:00:00
2992 days 00:00:00,2009-03-12 00:00:00
2992 days 06:00:00,2009-03-12 06:00:00
2992 days 12:00:00,2009-03-12 12:00:00
2992 days 18:00:00,2009-03-12 18:00:00
2993 days 00:00:00,2009-03-13 00:00:00
2993 days 06:00:00,2009-03-13 06:00:00
2993 days 12:00:00,2009-03-13 12:00:00
2993 days 18:00:00,2009-03-13 18:00:00
2994 days 00:00:00,2009-03-14 00:00:00
2994 days 06:00:00,2009-03-14 06:00:00
2994 days 12:00:00,2009-03-14 12:00:00
2994 days 18:00:00,2009-03-14 18:00:00
2995 days 00:00:00,2009-03-15 00:00:00
2995 days 06:00:00,2009-03-15 06:00:00
2995 days 12:00:00,2009-03-15 12:00:00
2995 days 18:00:00,2009-03-15 18:00:00
2996 days 00:00:00,2009-03-16 00:00:00
2996 days 06:00:00,2009-03-16 06:00:00
2996 days 12:00:00,2009-03-16 12:00:00
2996 days 18:00:00,2009-03-16 18:00:00
2997 days 00:00:00,2009-03-17 00:00:00
2997 days 06:00:00,2009-03-17 06:00:00
2997 days 12:00:00,2009-03-17 12:00:00
2997 days 18:00:00,2009-03-17 18:00:00
2998 days 00:00:00,2009-03-18 00:00:00
2998 days 06:00:00,2009-03-18 06:00:00
2998 days 12:00:00,2009-03-18 12:00:00
2998 days 18:00:00,2009-03-18 18:00:00
2999 days 00:00:00,2009-03-19 00:00:00
2999 days 06:00:00,2009-03-19 06:00:00
2999 days 12:00:00,2009-03-19 12:00:00
2999 days 18:00:00,2009-03-19 18:00:00
3000 days 00:00:00,2009-03-20 00:00:00
3000 days 06:00:00,2009-03-20 06:00:00
3000 days 12:00:00,2009-03-20 12:00:00
3000 days 18:00:00,2009-03-20 18:00:00
3001 days 00:00:00,2009-03-21 00:00:00
3001 days 06:00:00,2009-03-21 06:00:00
3001 days 12:00:00,2009-03-21 12:00:00
3001 days 18:00:00,2009-03-21 18:00:00
3002 days 00:00:00,2009-03-22 00:00:00
3002 days 06:00:00,2009-03-22 06:00:00
3002 days 12:00:00,2009-03-22 12:00:00
3002 days 18:00:00,2009-03-22 18:00:00
3003 days 00:00:00,2009-03-23 00:00:00
3003 days 06:00:00,2009-03-23 06:00:00
3003 days 12:00:00,2009-03-23 12:00:00
3003 days 18:00:00,2009-03-23 18:00:00
3004 days 00:00:00,2009-03-24 00:00:00
3004 days 06:00:00,2009-03-24 06:00:00
3004 days 12:00:00,2009-03-24 12:00:00
3004 days 18:00:00,2009-03-24 18:00:00
3005 days 00:00:00,2009-03-25 00:00:00
3005 days 06:00:00,2009-03-25 06:00:00
3005 days 12:00:00,2009-03-25 12:00:00
3005 days 18:00:00,2009-03-25 18:00:00
3006 days 00:00:00,2009-03-26 00:00:00
3006 days 06:00:00,2009-03-26 06:00:00
3006 days 12:00:00,2009-03-26 12:00:00
3006 days 18:00:00,2009-03-26 18:00:00
3007 days 00:00:00,2009-03-27 00:00:00
3007 days 06:00:00,2009-03-27 06:00:00
3007 days 12:00:00,2009-03-27 12:00:00
3007 days 18:00:00,2009-03-27 18:00:00
3008 days 00:00:00,2009-03-28 00:00:00
3008 days 06:00:00,2009-03-28 06:00:00
3008 days 12:00:00,2009-03-28 12:00:00
3008 days 18:00:00,2009-03-28 18:00:00
3009 days 00:00:00,2009-03-29 00:00:00
3009 days 06:00:00,2009-03-29 06:00:00
3009 days 12:00:00,2009-03-29 12:00:00
3009 days 18:00:00,2009-03-29 18:00:00
3010 days 00:00:00,2009-03-30 00:00:00
3010 days 06:00:00,2009-03-30 06:00:00
3010 days 12:00:00,2009-03-30 12:00:00
3010 days 18:00:00,2009-03-30 18:00:00
3011 days 00:00:00,2009-03-31 00:00:00
3011 days 06:00:00,2009-03-31 06:00:00
3011 days 12:00:00,2009-03-31 12:00:00
3011 days 18:00:00,2009-03-31 18:00:00
3012 days 00:00:00,2009-04-01 00:00:00
3012 days 06:00:00,2009-04-01 06:00:00
3012 days 12:00:00,2009-04-01 12:00:00
3012 days 18:00:00,2009-04-01 18:00:00
3013 days 00:00:00,2009-04-02 00:00:00
3013 days 06:00:00,2009-04-02 06:00:00
3013 days 12:00:00,2009-04-02 12:00:00
3013 days 18:00:00,2009-04-02 18:00:00
3014 days 00:00:00,2009-04-03 00:00:00
3014 days 06:00:00,2009-04-03 06:00:00
3014 days 12:00:00,2009-04-03 12:00:00
3014 days 18:00:00,2009-04-03 18:00:00
3015 days 00:00:00,2009-04-04 00:00:00
3015 days 06:00:00,2009-04-04 06:00:00
3015 days 12:00:00,2009-04-04 12:00:00
3015 days 18:00:00,2009-04-04 18:00:00
3016 days 00:00:00,2009-04-05 00:00:00
3016 days 06:00:00,2009-04-05 06:00:00
3016 days 12:00:00,2009-04-05 12:00:00
3016 days 18:00:00,2009-04-05 18:00:00
3017 days 00:00:00,2009-04-06 00:00:00
3017 days 06:00:00,2009-04-06 06:00:00
3017 days 12:00:00,2009-04-06 12:00:00
3017 days 18:00:00,2009-04-06 18:00:00
3018 days 00:00:00,2009-04-07 00:00:00
3018 days 06:00:00,2009-04-07 06:00:00
3018 days 12:00:00,2009-04-07 12:00:00
3018 days 18:00:00,2009-04-07 18:00:00
3019 days 00:00:00,2009-04-08 00:00:00
3019 days 06:00:00,2009-04-08 06:00:00
3019 days 12:00:00,2009-04-08 12:00:00
3019 days 18:00:00,2009-04-08 18:00:00
3020 days 00:00:00,2009-04-09 00:00:00
3020 days 06:00:00,2009-04-09 06:00:00
3020 days 12:00:00,2009-04-09 12:00:00
3020 days 18:00:00,2009-04-09 18:00:00
3021 days 00:00:00,2009-04-10 00:00:00
3021 days 06:00:00,2009-04-10 06:00:00
3021 days 12:00:00,2009-04-10 12:00:00
3021 days 18:00:00,2009-04-10 18:00:00
3022 days 00:00:00,2009-04-11 00:00:00
3022 days 06:00:00,2009-04-11 06:00:00
3022 days 12:00:00,2009-04-11 12:00:00
3022 days 18:00:00,2009-04-11 18:00:00
3023 days 00:00:00,2009-04-12 00:00:00
3023 days 06:00:00,2009-04-12 06:00:00
3023 days 12:00:00,2009-04-12 12:00:00
3023 days 18:00:00,2009-04-12 18:00:00
3024 days 00:00:00,2009-04-13 00:00:00
3024 days 06:00:00,2009-04-13 06:00:00
3024 days 12:00:00,2009-04-13 12:00:00
3024 days 18:00:00,2009-04-13 18:00:00
3025 days 00:00:00,2009-04-14 00:00:00
3025 days 06:00:00,2009-04-14 06:00:00
3025 days 12:00:00,2009-04-14 12:00:00
3025 days 18:00:00,2009-04-14 18:00:00
3026 days 00:00:00,2009-04-15 00:00:00
3026 days 06:00:00,2009-04-15 06:00:00
3026 days 12:00:00,2009-04-15 12:00:00
3026 days 18:00:00,2009-04-15 18:00:00
3027 days 00:00:00,2009-04-16 00:00:00
3027 days 06:00:00,2009-04-16 06:00:00
3027 days 12:00:00,2009-04-16 12:00:00
3027 days 18:00:00,2009-04-16 18:00:00
3028 days 00:00:00,2009-04-17 00:00:00
3028 days 06:00:00,2009-04-17 06:00:00
3028 days 12:00:00,2009-04-17 12:00:00
3028 days 18:00:00,2009-04-17 18:00:00
3029 days 00:00:00,2009-04-18 00:00:00
3029 days 06:00:00,2009-04-18 06:00:00
3029 days 12:00:00,2009-04-18 12:00:00
3029 days 18:00:00,2009-04-18 18:00:00
3030 days 00:00:00,2009-04-19 00:00:00
3030 days 06:00:00,2009-04-19 06:00:00
3030 days 12:00:00,2009-04-19 12:00:00
3030 days 18:00:00,2009-04-19 18:00:00
3031 days 00:00:00,2009-04-20 00:00:00
3031 days 06:00:00,2009-04-20 06:00:00
3031 days 12:00:00,2009-04-20 12:00:00
3031 days 18:00:00,2009-04-20 18:00:00
3032 days 00:00:00,2009-04-21 00:00:00
3032 days 06:00:00,2009-04-21 06:00:00
3032 days 12:00:00,2009-04-21 12:00:00
3032 days 18:00:00,2009-04-21 18:00:00
3033 days 00:00:00,2009-04-22 00:00:00
3033 days 06:00:00,2009-04-22 06:00:00
3033 days 12:00:00,2009-04-22 12:00:00
3033 days 18:00:00,2009-04-22 18:00:00
3034 days 00:00:00,2009-04-23 00:00:00
3034 days 06:00:00,2009-04-23 06:00:00
3034 days 12:00:00,2009-04-23 12:00:00
3034 days 18:00:00,2009-04-23 18:00:00
3035 days 00:00:00,2009-04-24 00:00:00
3035 days 06:00:00,2009-04-24 06:00:00
3035 days 12:00:00,2009-04-24 12:00:00
3035 days 18:00:00,2009-04-24 18:00:00
3036 days 00:00:00,2009-04-25 00:00:00
3036 days 06:00:00,2009-04-25 06:00:00
3036 days 12:00:00,2009-04-25 12:00:00
3036 days 18:00:00,2009-04-25 18:00:00
3037 days 00:00:00,2009-04-26 00:00:00
3037 days 06:00:00,2009-04-26 06:00:00
3037 days 12:00:00,2009-04-26 12:00:00
3037 days 18:00:00,2009-04-26 18:00:00
3038 days 00:00:00,2009-04-27 00:00:00
3038 days 06:00:00,2009-04-27 06:00:00
3038 days 12:00:00,2009-04-27 12:00:00
3038 days 18:00:00,2009-04-27 18:00:00
3039 days 00:00:00,2009-04-28 00:00:00
3039 days 06:00:00,2009-04-28 06:00:00
3039 days 12:00:00,2009-04-28 12:00:00
3039 days 18:00:00,2009-04-28 18:00:00
3040 days 00:00:00,2009-04-29 00:00:00
3040 days 06:00:00,2009-04-29 06:00:00
3040 days 12:00:00,2009-04-29 12:00:00
3040 days 18:00:00,2009-04-29 18:00:00
3041 days 00:00:00,2009-04-30 00:00:00
3041 days 06:00:00,2009-04-30 06:00:00
3041 days 12:00:00,2009-04-30 12:00:00
3041 days 18:00:00,2009-04-30 18:00:00
3042 days 00:00:00,2009-05-01 00:00:00
3042 days 06:00:00,2009-05-01 06:00:00
3042 days 12:00:00,2009-05-01 12:00:00
3042 days 18:00:00,2009-05-01 18:00:00
3043 days 00:00:00,2009-05-02 00:00:00
3043 days 06:00:00,2009-05-02 06:00:00
3043 days 12:00:00,2009-05-02 12:00:00
3043 days 18:00:00,2009-05-02 18:00:00
3044 days 00:00:00,2009-05-03 00:00:00
3044 days 06:00:00,2009-05-03 06:00:00
3044 days 12:00:00,2009-05-03 12:00:00
3044 days 18:00:00,2009-05-03 18:00:00
3045 days 00:00:00,2009-05-04 00:00:00
3045 days 06:00:00,2009-05-04 06:00:00
3045 days 12:00:00,2009-05-04 12:00:00
3045 days 18:00:00,2009-05-04 18:00:00
3046 days 00:00:00,2009-05-05 00:00:00
3046 days 06:00:00,2009-05-05 06:00:00
3046 days 12:00:00,2009-05-05 12:00:00
3046 days 18:00:00,2009-05-05 18:00:00
3047 days 00:00:00,2009-05-06 00:00:00
3047 days 06:00:00,2009-05-06 06:00:00
3047 days 12:00:00,2009-05-06 12:00:00
3047 days 18:00:00,2009-05-06 18:00:00
3048 days 00:00:00,2009-05-07 00:00:00
3048 days 06:00:00,2009-05-07 06:00:00
3048 days 12:00:00,2009-05-07 12:00:00
3048 days 18:00:00,2009-05-07 18:00:00
3049 days 00:00:00,2009-05-08 00:00:00
3049 days 06:00:00,2009-05-08 06:00:00
3049 days 12:00:00,2009-05-08 12:00:00
3049 days 18:00:00,2009-05-08 18:00:00
3050 days 00:00:00,2009-05-09 00:00:00
3050 days 06:00:00,2009-05-09 06:00:00
3050 days 12:00:00,2009-05-09 12:00:00
3050 days 18:00:00,2009-05-09 18:00:00
3051 days 00:00:00,2009-05-10 00:00:00
3051 days 06:00:00,2009-05-10 06:00:00
3051 days 12:00:00,2009-05-10 12:00:00
3051 days 18:00:00,2009-05-10 18:00:00
3052 days 00:00:00,2009-05-11 00:00:00
3052 days 06:00:00,2009-05-11 06:00:00
3052 days 12:00:00,2009-05-11 12:00:00
3052 days 18:00:00,2009-05-11 18:00:00
3053 days 00:00:00,2009-05-12 00:00:00
3053 days 06:00:00,2009-05-12 06:00:00
3053 days 12:00:00,2009-05-12 12:00:00
3053 days 18:00:00,2009-05-12 18:00:00
3054 days 00:00:00,2009-05-13 00:00:00
3054 days 06:00:00,2009-05-13 06:00:00
3054 days 12:00:00,2009-05-13 12:00:00
3054 days 18:00:00,2009-05-13 18:00:00
3055 days 00:00:00,2009-05-14 00:00:00
3055 days 06:00:00,2009-05-14 06:00:00
3055 days 12:00:00,2009-05-14 12:00:00
3055 days 18:00:00,2009-05-14 18:00:00
3056 days 00:00:00,2009-05-15 00:00:00
3056 days 06:00:00,2009-05-15 06:00:00
3056 days 12:00:00,2009-05-15 12:00:00
3056 days 18:00:00,2009-05-15 18:00:00
3057 days 00:00:00,2009-05-16 00:00:00
3057 days 06:00:00,2009-05-16 06:00:00
3057 days 12:00:00,2009-05-16 12:00:00
3057 days 18:00:00,2009-05-16 18:00:00
3058 days 00:00:00,2009-05-17 00:00:00
3058 days 06:00:00,2009-05-17 06:00:00
3058 days 12:00:00,2009-05-17 12:00:00
3058 days 18:00:00,2009-05-17 18:00:00
3059 days 00:00:00,2009-05-18 00:00:00
3059 days 06:00:00,2009-05-18 06:00:00
3059 days 12:00:00,2009-05-18 12:00:00
3059 days 18:00:00,2009-05-18 18:00:00
3060 days 00:00:00,2009-05-19 00:00:00
3060 days 06:00:00,2009-05-19 06:00:00
3060 days 12:00:00,2009-05-19 12:00:00
3060 days 18:00:00,2009-05-19 18:00:00
3061 days 00:00:00,2009-05-20 00:00:00
3061 days 06:00:00,2009-05-20 06:00:00
3061 days 12:00:00,2009-05-20 12:00:00
3061 days 18:00:00,2009-05-20 18:00:00
3062 days 00:00:00,2009-05-21 00:00:00
3062 days 06:00:00,2009-05-21 06:00:00
3062 days 12:00:00,2009-05-21 12:00:00
3062 days 18:00:00,2009-05-21 18:00:00
3063 days 00:00:00,2009-05-22 00:00:00
3063 days 06:00:00,2009-05-22 06:00:00
3063 days 12:00:00,2009-05-22 12:00:00
3063 days 18:00:00,2009-05-22 18:00:00
3064 days 00:00:00,2009-05-23 00:00:00
3064 days 06:00:00,2009-05-23 06:00:00
3064 days 12:00:00,2009-05-23 12:00:00
3064 days 18:00:00,2009-05-23 18:00:00
3065 days 00:00:00,2009-05-24 00:00:00
3065 days 06:00:00,2009-05-24 06:00:00
3065 days 12:00:00,2009-05-24 12:00:00
3065 days 18:00:00,2009-05-24 18:00:00
3066 days 00:00:00,2009-05-25 00:00:00
3066 days 06:00:00,2009-05-25 06:00:00
3066 days 12:00:00,2009-05-25 12:00:00
